Case ID,Change Hours,Assigned
313020,False,TRUE
313022,False,TRUE
313024,False,TRUE
313026,False,TRUE
313028,False,TRUE
313030,False,TRUE
313032,False,TRUE
313034,False,TRUE
313036,False,TRUE
313038,False,TRUE
313040,False,TRUE
313042,False,TRUE
313044,False,TRUE
313046,False,TRUE
313048,False,TRUE
313050,False,TRUE
313052,False,TRUE
313054,False,TRUE
313056,False,TRUE
313058,False,TRUE
313060,False,TRUE
313062,False,TRUE
313064,False,TRUE
313066,False,TRUE
313068,False,TRUE
313070,False,TRUE
313072,False,TRUE
313074,False,TRUE
313076,False,TRUE
313078,False,TRUE
313080,False,TRUE
313082,False,TRUE
313084,False,TRUE
313086,False,TRUE
313088,False,TRUE
313090,False,FALSE
313093,False,TRUE
313095,False,TRUE
313097,False,TRUE
313099,False,TRUE
313101,False,TRUE
313103,False,TRUE
313105,False,TRUE
313107,False,TRUE
313109,False,TRUE
313111,False,TRUE
313113,False,TRUE
313115,False,TRUE
313117,False,TRUE
313119,False,TRUE
313121,False,TRUE
313123,False,TRUE
313125,False,TRUE
313127,False,TRUE
313129,False,TRUE
313131,False,TRUE
313133,False,TRUE
313135,False,FALSE
313138,False,TRUE
313140,False,TRUE
313142,False,TRUE
313144,False,TRUE
313146,False,TRUE
313149,False,TRUE
313152,False,TRUE
313154,False,TRUE
313156,False,TRUE
313158,False,TRUE
313160,False,TRUE
313162,False,FALSE
313164,False,TRUE
313166,False,TRUE
313168,False,TRUE
313170,False,TRUE
313172,False,TRUE
313174,False,TRUE
313176,False,TRUE
313179,False,TRUE
313181,False,TRUE
313183,False,TRUE
313185,False,TRUE
313187,False,TRUE
313189,False,TRUE
313191,False,TRUE
313193,False,TRUE
313195,False,TRUE
313197,False,TRUE
313199,False,TRUE
313201,False,TRUE
313203,False,TRUE
313205,False,TRUE
313207,False,TRUE
313209,False,TRUE
313211,False,TRUE
313213,False,TRUE
313215,False,TRUE
313217,False,TRUE
313219,False,TRUE
313221,False,TRUE
313223,False,TRUE
313225,False,TRUE
313227,False,TRUE
313229,False,TRUE
313231,False,TRUE
313233,False,TRUE
313235,False,TRUE
313238,False,TRUE
313240,False,TRUE
313242,False,TRUE
313246,False,TRUE
313248,False,TRUE
313251,False,TRUE
313253,False,TRUE
313255,False,TRUE
313257,False,TRUE
313261,False,FALSE
313263,False,TRUE
313265,False,TRUE
313267,False,TRUE
313270,False,TRUE
313272,False,TRUE
313274,False,TRUE
313276,False,TRUE
313278,False,TRUE
313281,False,TRUE
313285,False,TRUE
313287,False,TRUE
313289,False,TRUE
313291,False,TRUE
313294,False,TRUE
313296,False,TRUE
313299,False,TRUE
313301,False,TRUE
313303,False,TRUE
313305,False,TRUE
313308,False,TRUE
313310,False,TRUE
313312,False,TRUE
313315,False,TRUE
313318,False,TRUE
313320,False,TRUE
313324,False,TRUE
313326,False,TRUE
313327,False,TRUE
313330,False,TRUE
313333,False,TRUE
313335,False,TRUE
313337,False,TRUE
313339,False,TRUE
313341,False,TRUE
313343,False,TRUE
313345,False,TRUE
313347,False,TRUE
313350,False,TRUE
313353,False,TRUE
313355,False,TRUE
313357,False,TRUE
313359,False,TRUE
313361,False,TRUE
313363,False,FALSE
313366,False,TRUE
313368,False,TRUE
313370,False,TRUE
313372,False,TRUE
313375,False,TRUE
313377,False,TRUE
313379,False,TRUE
313381,False,TRUE
313383,False,TRUE
313385,False,TRUE
313388,False,TRUE
313390,False,TRUE
313392,False,TRUE
313395,False,TRUE
313397,False,TRUE
313399,False,TRUE
313401,False,TRUE
313403,False,TRUE
313405,False,TRUE
313407,False,TRUE
313409,False,TRUE
313411,False,TRUE
313415,False,TRUE
313416,False,TRUE
313420,False,TRUE
313423,False,TRUE
313425,False,TRUE
313428,False,TRUE
313430,False,TRUE
313432,False,TRUE
313434,False,TRUE
313436,False,TRUE
313439,False,TRUE
313441,False,TRUE
313445,False,TRUE
313447,False,FALSE
313450,False,TRUE
313452,False,TRUE
313455,False,TRUE
313456,False,TRUE
313462,False,TRUE
313464,False,TRUE
313467,False,TRUE
313469,False,TRUE
313471,False,TRUE
313473,False,TRUE
313475,False,TRUE
313477,False,TRUE
313479,False,TRUE
313481,False,TRUE
313483,False,TRUE
313485,False,TRUE
313487,False,TRUE
313489,False,TRUE
313491,False,TRUE
313493,False,TRUE
313495,False,TRUE
313497,False,TRUE
313499,False,TRUE
313501,False,TRUE
313503,False,TRUE
313505,False,TRUE
313507,False,TRUE
313509,False,TRUE
313511,False,TRUE
313513,False,TRUE
313515,False,TRUE
313517,False,TRUE
313519,False,TRUE
313521,False,TRUE
313523,False,TRUE
313525,False,TRUE
313527,False,TRUE
